index,value
264,1.9313
265,2.0545
266,2.0845
267,2.0841
268,1.5408
269,0.92885
270,0.61057
271,0.47207
272,0.4201
273,0.52502
274,1.1722
275,1.7449
276,1.785
277,1.6529
278,1.6249
279,1.8129
280,1.2204
281,0.81725
282,0.71246
283,0.75358
284,0.65944
285,0.86169
286,1.5278
287,1.9052
288,2.0436
289,2.0844
290,2.0901
291,1.6369
292,0.98897
293,0.63665
294,0.48243
295,0.42474
296,0.4871
297,1.0682
298,1.7062
299,1.7909
300,1.6669
301,1.6051
302,1.8388
303,1.2976
304,0.85173
305,0.72523
306,0.75779
307,0.67538
308,0.79801
309,1.4499
310,1.8752
311,2.0338
312,2.0857
313,2.0897
314,1.7318
315,1.0542
316,0.67127
317,0.49622
318,0.42947
319,0.4587
320,0.96489
321,1.6583
322,1.8038
323,1.6859
324,1.5954
325,1.8401
326,1.38
327,0.88658
328,0.72391
329,0.74607
330,0.68983
331,0.74381
332,1.3665
333,1.8409
334,2.0192
335,2.0837
336,2.0875
337,1.8238
338,1.1252
339,0.70613
340,0.5116
341,0.4289
342,0.43555
343,0.86484
344,1.5981
345,1.8127
346,1.7018
347,1.584
348,1.8122
349,1.4639
350,0.92754
351,0.73014
352,0.74998
353,0.71747
354,0.70816
355,1.2808
356,1.8056
357,2.018
358,2.0863
359,2.0856
360,1.9044
361,1.1992
362,0.736
363,0.52097
364,0.43686
365,0.42411
366,0.77673
367,1.531
368,1.8034
369,1.7111
370,1.5895
371,1.7751
372,1.546
373,0.9765
374,0.74654
375,0.74827
376,0.73558
377,0.68118
378,1.1923
379,1.7605
380,1.9919
381,2.0769
382,2.0857
383,1.9735
384,1.2796
385,0.7835
386,0.54502
387,0.44507
388,0.41755
389,0.69678
390,1.4502
391,1.8046
392,1.7368
393,1.6039
394,1.7316
395,1.6295
396,1.0287
397,0.75552
398,0.73567
399,0.74538
400,0.66159
401,1.1011
402,1.7117
403,1.9727
404,2.0703
405,2.0842
406,2.0292
407,1.3656
408,0.82944
409,0.56117
410,0.44975
411,0.41333
412,0.6258
413,1.3606
414,1.7874
415,1.7453
416,1.6095
417,1.6817
418,1.7036
419,1.0894
420,0.77646
421,0.73495
422,0.76194
423,0.65846
424,1.0153
425,1.6552
426,1.9531
427,2.0633
428,2.0873
429,2.0664
430,1.4555
431,0.87872
432,0.58427
433,0.4585
434,0.41332
435,0.56721
436,1.2643
437,1.7711
438,1.806
439,1.6406
440,1.6481
441,1.7687
442,1.155
443,0.77935
444,0.70987
445,0.75321
446,0.65338
447,0.93017
448,1.5952
449,1.9291
450,2.0522
451,2.0885
452,2.0881
453,1.5496
454,0.93357
455,0.60973
456,0.4696
457,0.41376
458,0.51794
459,1.1627
460,1.7405
461,1.7784
462,1.6384
463,1.6085
464,1.8104
465,1.2253
466,0.82297
467,0.73031
468,0.77326
469,0.67326
470,0.86292
471,1.524
472,1.9053
473,2.047
474,2.0903
475,2.0957
476,1.6418
477,0.99169
478,0.64073
479,0.48195
480,0.42122
481,0.48358
482,1.0622
483,1.7046
484,1.7925
485,1.6621
486,1.5968
487,1.8363
488,1.301
489,0.85151
490,0.71546
491,0.74011
492,0.67303
493,0.7949
494,1.4468
495,1.873
496,2.0289
497,2.0836
498,2.0886
499,1.7353
500,1.057
501,0.67232
502,0.49794
503,0.43081
504,0.45829
505,0.96131
506,1.6563
507,1.8045
508,1.6894
509,1.5978
510,1.8408
511,1.3837
512,0.88819
513,0.7236
514,0.74821
515,0.69028
516,0.74144
517,1.3627
518,1.8392
519,2.0192
520,2.0848
521,2.0838
522,1.8263
523,1.1281
524,0.70793
525,0.51284
526,0.43642
527,0.4387
528,0.86271
529,1.5961
530,1.8122
531,1.7083
532,1.5972
533,1.8183
534,1.469
535,0.93024
536,0.72642
537,0.69738
538,0.68792
539,0.6935
540,1.2712
541,1.7998
542,1.9955
543,2.0703
544,2.0668
545,1.9072
546,1.2051
547,0.74265
548,0.52764
549,0.44617
550,0.42964
551,0.77309
552,1.5248
553,1.8067
554,1.7268
555,1.6107
556,1.7849
557,1.5568
558,0.981
559,0.74131
560,0.70129
561,0.70346
562,0.6633
563,1.1768
564,1.7543
565,1.9816
566,2.0658
567,2.0645
568,1.9775
569,1.29
570,0.78917
571,0.54672
572,0.45109
573,0.42265
574,0.69003
575,1.4401
576,1.8183
577,1.7714
578,1.6296
579,1.7407
580,1.6438
581,1.0358
582,0.73887
583,0.70958
584,0.72353
585,0.64709
586,1.0826
587,1.7053
588,1.9731
589,2.0679
590,2.069
591,2.0321
592,1.3779
593,0.8346
594,0.56426
595,0.45667
596,0.41936
597,0.61914
598,1.3492
599,1.7874
600,1.7544
601,1.6276
602,1.6881
603,1.7165
604,1.0984
605,0.77754
606,0.72584
607,0.74872
608,0.64921
609,0.99893
610,1.6453
611,1.9487
612,2.0605
613,2.0819
614,2.0688
615,1.4707
616,0.88753
617,0.59071
618,0.46398
619,0.41614
620,0.55969
621,1.2482
622,1.7688
623,1.8133
624,1.6513
625,1.6487
626,1.7797
627,1.1667
628,0.78261
629,0.70383
630,0.74633
631,0.6497
632,0.91505
633,1.5842
634,1.9208
635,2.0483
636,2.0785
637,2.0837
638,1.5638
639,0.94306
640,0.6197
641,0.47705
642,0.42388
643,0.51587
644,1.1482
645,1.7381
646,1.7903
647,1.6634
648,1.6252
649,1.8231
650,1.2385
651,0.82384
652,0.71793
653,0.75101
654,0.65928
655,0.84371
656,1.51
657,1.9062
658,2.0491
659,2.0858
660,2.0898
661,1.66
662,1.0027
663,0.64168
664,0.48352
665,0.4254
666,0.47923
667,1.0435
668,1.6959
669,1.7929
670,1.6698
671,1.6007
672,1.8408
673,1.3162
674,0.85909
675,0.71839
676,0.75111
677,0.67774
678,0.78434
679,1.4308
680,1.8693
681,2.032
682,2.085
683,2.0899
684,1.7541
685,1.0704
686,0.67414
687,0.49901
688,0.43058
689,0.45296
690,0.94092
691,1.6449
692,1.8045
693,1.69
694,1.5939
695,1.8364
696,1.3996
697,0.89643
698,0.72344
699,0.72761
700,0.68822
701,0.73105
702,1.345
703,1.8354
704,2.0209
705,2.0835
706,2.0806
707,1.8432
708,1.1427
709,0.70961
710,0.5134
711,0.43775
712,0.43612
713,0.84422
714,1.5835
715,1.8059
716,1.7075
717,1.597
718,1.8115
719,1.4853
720,0.9409
721,0.73523
722,0.74113
723,0.71204
724,0.69494
725,1.2558
726,1.793
727,2.0022
728,2.0804
729,2.0796
730,1.9235
731,1.2207
732,0.75377
733,0.53316
734,0.44321
735,0.42433
736,0.75498
737,1.5094
738,1.8113
739,1.7285
740,1.6034
741,1.7698
742,1.5716
743,0.989
744,0.7442
745,0.73522
746,0.72923
747,0.66929
748,1.1646
749,1.7477
750,1.985
751,2.074
752,2.0803
753,1.9912
754,1.3036
755,0.79584
756,0.55153
757,0.44939
758,0.41795
759,0.676
760,1.4259
761,1.8012
762,1.7439
763,1.6123
764,1.7214
765,1.6528
766,1.0456
767,0.75943
768,0.73067
769,0.74453
770,0.65612
771,1.0743
772,1.6957
773,1.9666
774,2.0676
775,2.0825
776,2.0412
777,1.3917
778,0.84282
779,0.57111
780,0.45603
781,0.41595
782,0.60852
783,1.3335
784,1.7857
785,1.7574
786,1.6239
787,1.676
788,1.7257
789,1.1077
790,0.77863
791,0.7156
792,0.75105
793,0.65129
794,0.98741
795,1.6372
796,1.9491
797,2.0618
798,2.082
799,2.0719
800,1.4834
801,0.89424
802,0.59079
803,0.46387
804,0.41742
805,0.55318
806,1.2351
807,1.7614
808,1.7683
809,1.6371
810,1.6392
811,1.7846
812,1.1757
813,0.80304
814,0.71401
815,0.75284
816,0.65457
817,0.90724
818,1.5708
819,1.9278
820,2.0536
821,2.0848
822,2.0876
823,1.5784
824,0.95047
825,0.61853
826,0.4756
827,0.42199
828,0.50904
829,1.132
830,1.7303
831,1.7872
832,1.6584
833,1.6164
834,1.826
835,1.2498
836,0.83076
837,0.72244
838,0.75739
839,0.66566
840,0.83593
841,1.4984
842,1.8936
843,2.0405
844,2.0849
845,2.091
846,1.6738
847,1.0134
848,0.6489
849,0.48662
850,0.42617
851,0.47489
852,1.028
853,1.689
854,1.7969
855,1.6744
856,1.5998
857,1.8421
858,1.329
859,0.86355
860,0.72622
861,0.75632
862,0.6819
863,0.77611
864,1.4188
865,1.8626
866,2.0293
867,2.0865
868,2.0909
869,1.7684
870,1.0811
871,0.68425
872,0.50207
873,0.43065
874,0.44915
875,0.92563
876,1.6364
877,1.8083
878,1.6929
879,1.5922
880,1.8329
881,1.4125
882,0.90125
883,0.72912
884,0.75099
885,0.70068
886,0.72828
887,1.3338
888,1.8278
889,2.0153
890,2.0841
891,2.0845
892,1.8553
893,1.1529
894,0.71982
895,0.51821
896,0.43762
897,0.43319
898,0.83117
899,1.5735
900,1.8119
901,1.7128
902,1.5964
903,1.8055
904,1.4973
905,0.94576
906,0.73156
907,0.71673
908,0.7065
909,0.68788
910,1.243
911,1.7867
912,1.9951
913,2.0745
914,2.0739
915,1.9324
916,1.2312
917,0.7595
918,0.53406
919,0.44543
920,0.42475
921,0.74462
922,1.4989
923,1.8082
924,1.7301
925,1.6074
926,1.766
927,1.5835
928,0.99723
929,0.74626
930,0.72438
931,0.72549
932,0.66401
933,1.1505
934,1.74
935,1.9806
936,2.0717
937,2.0732
938,1.9972
939,1.316
940,0.80212
941,0.55451
942,0.45218
943,0.41965
944,0.66671
945,1.4133
946,1.7995
947,1.7478
948,1.6192
949,1.719
950,1.6653
951,1.0545
952,0.75944
953,0.70227
954,0.72585
955,0.64614
956,1.0575
957,1.6865
958,1.9589
959,2.0592
960,2.0728
961,2.0443
962,1.4061
963,0.85215
964,0.58001
965,0.4622
966,0.41979
967,0.60051
968,1.3183
969,1.7852
970,1.7705
971,1.6384
972,1.6788
973,1.7392
974,1.1187
975,0.77913
976,0.71778
977,0.74513
978,0.64598
979,0.97054
980,1.6266
981,1.9403
982,2.0567
983,2.0821
984,2.0758
985,1.5006
986,0.90538
987,0.60158
988,0.46761
989,0.41858
990,0.54426
991,1.2162
992,1.7594
993,1.7796
994,1.6453
995,1.6362
996,1.7944
997,1.1888
998,0.80527
999,0.72033
1000,0.75723
1001,0.65676
1002,0.89332
1003,1.5594
1004,1.9163
1005,2.0486
1006,2.0872
1007,2.0915
1008,1.596
1009,0.96273
1010,0.6254
1011,0.47538
1012,0.41976
1013,0.50053
1014,1.1122
1015,1.7242
1016,1.784
1017,1.6527
1018,1.6053
1019,1.828
1020,1.2632
1021,0.8367
1022,0.72474
1023,0.76445
1024,0.67376
1025,0.82712
1026,1.4852
1027,1.8886
1028,2.0392
1029,2.0873
1030,2.0946
1031,1.6905
1032,1.025
1033,0.65666
1034,0.49061
1035,0.42234
1036,0.46781
1037,1.0091
1038,1.681
1039,1.804
1040,1.6753
1041,1.5911
1042,1.8392
1043,1.3424
1044,0.86783
1045,0.71668
1046,0.75317
1047,0.68738
1048,0.76881
1049,1.4063
1050,1.8619
1051,2.0295
1052,2.086
1053,2.0931
1054,1.7832
1055,1.0913
1056,0.6847
1057,0.50329
1058,0.42835
1059,0.44425
1060,0.90961
1061,1.6273
1062,1.8057
1063,1.6919
1064,1.5855
1065,1.8261
1066,1.4242
1067,0.90902
1068,0.72672
1069,0.74291
1070,0.70423
1071,0.72348
1072,1.3207
1073,1.8223
1074,2.011
1075,2.0823
1076,2.0837
1077,1.8672
1078,1.164
1079,0.72673
1080,0.52182
1081,0.43988
1082,0.43191
1083,0.81812
1084,1.5632
1085,1.8136
1086,1.719
1087,1.6001
1088,1.8014
1089,1.5105
1090,0.95224
1091,0.73411
1092,0.73707
1093,0.71566
1094,0.68555
1095,1.2303
1096,1.7807
1097,1.9968
1098,2.0773
1099,2.0826
1100,1.9449
1101,1.2434
1102,0.76548
1103,0.53734
1104,0.44433
1105,0.42149
1106,0.73137
1107,1.4868
1108,1.8078
1109,1.7322
1110,1.6041
1111,1.7551
1112,1.5947
1113,1.0047
1114,0.74766
1115,0.73022
1116,0.73368
1117,0.66471
1118,1.1389
1119,1.7336
1120,1.9826
1121,2.0734
1122,2.0846
1123,2.0087
1124,1.3287
1125,0.80854
1126,0.55552
1127,0.4492
1128,0.41516
1129,0.65438
1130,1.4002
1131,1.7991
1132,1.7489
1133,1.6114
1134,1.704
1135,1.6737
1136,1.0624
1137,0.76405
1138,0.72666
1139,0.75018
1140,0.65609
1141,1.0503
1142,1.6807
1143,1.9605
1144,2.0652
1145,2.0857
1146,2.0527
1147,1.4166
1148,0.85673
1149,0.57895
1150,0.45919
1151,0.41564
1152,0.59171
1153,1.3065
1154,1.7817
1155,1.7659
1156,1.629
1157,1.665
1158,1.7438
1159,1.1258
1160,0.78382
1161,0.72414
1162,0.75617
1163,0.65302
1164,0.96486
1165,1.6204
1166,1.939
1167,2.058
1168,2.0821
1169,2.0777
1170,1.5087
1171,0.91002
1172,0.60283
1173,0.46734
1174,0.41824
1175,0.5401
1176,1.2074
1177,1.7556
1178,1.7774
1179,1.6435
1180,1.6321
1181,1.7978
1182,1.195
1183,0.80958
1184,0.72518
1185,0.76103
1186,0.65949
1187,0.88799
1188,1.5531
1189,1.9194
1190,2.0522
1191,2.0863
1192,2.0904
1193,1.6036
1194,0.96667
1195,0.62677
1196,0.47748
1197,0.42191
1198,0.49856
1199,1.1043
1200,1.7208
1201,1.7888
1202,1.66
1203,1.6084
1204,1.8316
1205,1.2699
1206,0.83882
1207,0.72313
1208,0.75965
1209,0.67145
1210,0.81999
1211,1.4785
1212,1.8861
1213,2.0377
1214,2.0852
1215,2.0914
1216,1.6983
1217,1.0304
1218,0.66009
1219,0.49209
1220,0.4278
1221,0.46773
1222,1.0014
1223,1.677
1224,1.8037
1225,1.6818
1226,1.5988
1227,1.8429
1228,1.3504
1229,0.87185
1230,0.72339
1231,0.75209
1232,0.68472
1233,0.76159
1234,1.3975
1235,1.8538
1236,2.0252
1237,2.0838
1238,2.0893
1239,1.7917
1240,1.099
1241,0.69279
1242,0.50553
1243,0.43228
1244,0.44418
1245,0.90047
1246,1.6214
1247,1.8082
1248,1.6979
1249,1.5922
1250,1.8272
1251,1.4341
1252,0.91291
1253,0.72382
1254,0.70855
1255,0.68903
1256,0.71188
1257,1.3086
1258,1.818
1259,2.0048
1260,2.0748
1261,2.0733
1262,1.8758
1263,1.1732
1264,0.73008
1265,0.52017
1266,0.44099
1267,0.43211
1268,0.80819
1269,1.5552
1270,1.8093
1271,1.7175
1272,1.6024
1273,1.7986
1274,1.5207
1275,0.95915
1276,0.73799
1277,0.73819
1278,0.71674
1279,0.68159
1280,1.2188
1281,1.7749
1282,1.9953
1283,2.0765
1284,2.0792
1285,1.953
1286,1.2539
1287,0.77047
1288,0.53936
1289,0.44533
1290,0.42109
1291,0.72147
1292,1.4765
1293,1.8065
1294,1.7335
1295,1.6059
1296,1.7498
1297,1.6055
1298,1.012
1299,0.74896
1300,0.7328
1301,0.73601
1302,0.66276
1303,1.1271
1304,1.727
1305,1.9771
1306,2.072
1307,2.0784
1308,2.0129
1309,1.3391
1310,0.81607
1311,0.562
1312,0.45342
1313,0.41773
1314,0.64756
1315,1.389
1316,1.797
1317,1.7524
1318,1.6202
1319,1.7046
1320,1.6847
1321,1.0702
1322,0.76697
1323,0.7281
1324,0.74682
1325,0.65193
1326,1.0374
1327,1.6726
1328,1.9629
1329,2.0674
1330,2.0812
1331,2.0558
1332,1.429
1333,0.86238
1334,0.57892
1335,0.45914
1336,0.41664
1337,0.58449
1338,1.2942
1339,1.7763
1340,1.7609
1341,1.6294
1342,1.6602
1343,1.7518
1344,1.1347
1345,0.78853
1346,0.72526
1347,0.75777
1348,0.65362
1349,0.95461
1350,1.6111
1351,1.9502
1352,2.0692
1353,2.0878
1354,2.0821
1355,1.5223
1356,0.91499
1357,0.59823
1358,0.46251
1359,0.41565
1360,0.53219
1361,1.193
1362,1.7481
1363,1.7657
1364,1.6329
1365,1.6198
1366,1.8009
1367,1.2042
1368,0.81805
1369,0.73288
1370,0.77209
1371,0.66794
1372,0.88219
1373,1.5433
1374,1.9119
1375,2.0486
1376,2.0889
1377,2.0946
1378,1.6157
1379,0.97545
1380,0.63365
1381,0.48019
1382,0.42078
1383,0.49323
1384,1.0901
1385,1.7159
1386,1.7949
1387,1.6624
1388,1.604
1389,1.8336
1390,1.2802
1391,0.84125
1392,0.72204
1393,0.76039
1394,0.67461
1395,0.81239
1396,1.4692
1397,1.8824
1398,2.0365
1399,2.0877
1400,2.0939
1401,1.7108
1402,1.0388
1403,0.66161
1404,0.49023
1405,0.42619
1406,0.46292
1407,0.9878
1408,1.6703
1409,1.7978
1410,1.6761
1411,1.5913
1412,1.8394
1413,1.3599
1414,0.87856
1415,0.72695
1416,0.75749
1417,0.69214
1418,0.7582
1419,1.3872
1420,1.8496
1421,2.0244
1422,2.085
1423,2.0876
1424,1.8014
1425,1.1075
1426,0.69459
1427,0.50449
1428,0.43306
1429,0.44255
1430,0.8893
1431,1.6139
1432,1.8067
1433,1.6978
1434,1.5922
1435,1.8245
1436,1.4442
1437,0.9183
1438,0.73309
1439,0.74926
1440,0.70731
1441,0.71328
1442,1.3
1443,1.8123
1444,2.0103
1445,2.0824
1446,2.0857
1447,1.8874
1448,1.1826
1449,0.73432
1450,0.52457
1451,0.43906
1452,0.42779
1453,0.7959
1454,1.5457
1455,1.8113
1456,1.7187
1457,1.5965
1458,1.7887
1459,1.5303
1460,0.96465
1461,0.73644
1462,0.71543
1463,0.71459
1464,0.67813
1465,1.208
1466,1.7699
1467,1.9889
1468,2.0752
1469,2.0744
1470,1.9592
1471,1.2628
1472,0.77241
1473,0.53842
1474,0.44631
1475,0.42129
1476,0.71333
1477,1.4676
1478,1.8042
1479,1.7327
1480,1.6073
1481,1.746
1482,1.6144
1483,1.0183
1484,0.75411
1485,0.7337
1486,0.73739
1487,0.66084
1488,1.117
1489,1.7207
1490,1.9788
1491,2.0739
1492,2.0781
1493,2.0182
1494,1.3492
1495,0.81859
1496,0.55731
1497,0.45086
1498,0.41634
1499,0.63941
1500,1.3789
1501,1.7912
1502,1.7435
1503,1.6139
1504,1.6955
1505,1.6916
1506,1.0776
1507,0.77225
1508,0.73112
1509,0.75357
1510,0.65481
1511,1.0293
1512,1.6655
1513,1.9566
1514,2.0661
1515,2.0813
1516,2.059
1517,1.4391
1518,0.86935
1519,0.58343
1520,0.4612
1521,0.41715
1522,0.57869
1523,1.2829
1524,1.7758
1525,1.7663
1526,1.6336
1527,1.6578
1528,1.7592
1529,1.1424
1530,0.78899
1531,0.71647
1532,0.7531
1533,0.65156
1534,0.94418
1535,1.6039
1536,1.9335
1537,2.0558
1538,2.0814
1539,2.0811
1540,1.5324
1541,0.9236
1542,0.60928
1543,0.47181
1544,0.42091
1545,0.52946
1546,1.1817
1547,1.7483
1548,1.7841
1549,1.6534
1550,1.6298
1551,1.8102
1552,1.2138
1553,0.81538
1554,0.72007
1555,0.75507
1556,0.6581
1557,0.86762
1558,1.5344
1559,1.907
1560,2.045
1561,2.0849
1562,2.0916
1563,1.6288
1564,0.98371
1565,0.63707
1566,0.48285
1567,0.42424
1568,0.48961
1569,1.0769
1570,1.7109
1571,1.7967
1572,1.6696
1573,1.6072
1574,1.8378
1575,1.2908
1576,0.8456
1577,0.71867
1578,0.75351
1579,0.67223
1580,0.80233
1581,1.4577
1582,1.8775
1583,2.0335
1584,2.0839
1585,2.0887
1586,1.7231
1587,1.0478
1588,0.66719
1589,0.49452
1590,0.42525
1591,0.45968
1592,0.97418
1593,1.6632
1594,1.8039
1595,1.6783
1596,1.5897
1597,1.8381
1598,1.3712
1599,0.88195
1600,0.7284
1601,0.75836
1602,0.69534
1603,0.75199
1604,1.3767
1605,1.8453
1606,2.023
1607,2.0869
1608,2.0902
1609,1.8136
1610,1.1167
1611,0.70085
1612,0.5074
1613,0.43233
1614,0.43911
1615,0.87648
1616,1.6059
1617,1.8079
1618,1.6982
1619,1.5888
1620,1.8186
1621,1.4548
1622,0.92412
1623,0.73164
1624,0.74639
1625,0.71095
1626,0.70965
1627,1.2892
1628,1.8079
1629,2.0071
1630,2.0788
1631,2.0849
1632,1.8968
1633,1.1919
1634,0.73958
1635,0.52699
1636,0.43957
1637,0.42636
1638,0.78531
1639,1.5369
1640,1.8108
1641,1.7212
1642,1.5971
1643,1.7833
1644,1.5403
1645,0.97078
1646,0.74086
1647,0.74022
1648,0.72662
1649,0.67901
1650,1.1985
1651,1.7648
1652,1.992
1653,2.0776
1654,2.0827
1655,1.9688
1656,1.2726
1657,0.78008
1658,0.54275
1659,0.44501
1660,0.41847
1661,0.70317
1662,1.4574
1663,1.8035
1664,1.7334
1665,1.6037
1666,1.736
1667,1.6228
1668,1.0243
1669,0.75491
1670,0.73648
1671,0.74398
1672,0.66232
1673,1.1084
1674,1.7157
1675,1.9759
1676,2.0736
1677,2.0809
1678,2.024
1679,1.358
1680,0.82399
1681,0.561
1682,0.45264
1683,0.41604
1684,0.63255
1685,1.3694
1686,1.7896
1687,1.7483
1688,1.6168
1689,1.6913
1690,1.6992
1691,1.0842
1692,0.77111
1693,0.72984
1694,0.75377
1695,0.6541
1696,1.0202
1697,1.6595
1698,1.9538
1699,2.0643
1700,2.0817
1701,2.0623
1702,1.4487
1703,0.87487
1704,0.58252
1705,0.45806
1706,0.41315
1707,0.57135
1708,1.2716
1709,1.7706
1710,1.7619
1711,1.6223
1712,1.6447
1713,1.7624
1714,1.1494
1715,0.79347
1716,0.72064
1717,0.76207
1718,0.65831
1719,0.93923
1720,1.5975
1721,1.931
1722,2.0541
1723,2.0855
1724,2.0764
1725,1.5617
1726,0.93691
1727,0.61579
1728,0.47373
1729,0.41889
1730,0.51769
1731,1.1553
1732,1.7398
1733,1.786
1734,1.6516
1735,1.6216
1736,1.8189
1737,1.2324
1738,0.82198
1739,0.7176
1740,0.75645
1741,0.66243
1742,0.85095
1743,1.516
1744,1.9
1745,2.0427
1746,2.0839
1747,2.0906
1748,1.6519
1749,0.99865
1750,0.64594
1751,0.48604
1752,0.42621
1753,0.48235
1754,1.0519
1755,1.7005
1756,1.7995
1757,1.6751
1758,1.6058
1759,1.8418
1760,1.3106
1761,0.85349
1762,0.70958
1763,0.72208
1764,0.66396
1765,0.78324
1766,1.4363
1767,1.8703
1768,2.0237
1769,2.0767
1770,2.0811
1771,1.7459
1772,1.0649
1773,0.67653
1774,0.49762
1775,0.43193
1776,0.45666
1777,0.94983
1778,1.6501
1779,1.8007
1780,1.6895
1781,1.5989
1782,1.8404
1783,1.3935
1784,0.89384
1785,0.72716
1786,0.74896
1787,0.69186
1788,0.73571
1789,1.3519
1790,1.8346
1791,2.0185
1792,2.081
1793,2.0848
1794,1.8375
1795,1.1376
1796,0.7116
1797,0.51593
1798,0.43705
1799,0.43642
1800,0.85054
1801,1.5876
1802,1.8168
1803,1.7131
1804,1.598
1805,1.8139
1806,1.48
1807,0.93483
1808,0.72935
1809,0.73976
1810,0.71
1811,0.69655
1812,1.2628
1813,1.7961
1814,2.0026
1815,2.0798
1816,2.0832
1817,1.9195
1818,1.2146
1819,0.75155
1820,0.53304
1821,0.44273
1822,0.42429
1823,0.76067
1824,1.5149
1825,1.8136
1826,1.7305
1827,1.6031
1828,1.7723
1829,1.5653
1830,0.98494
1831,0.74038
1832,0.73122
1833,0.72688
1834,0.67048
1835,1.1713
1836,1.7512
1837,1.9962
1838,2.0818
1839,2.0789
1840,1.9862
1841,1.2969
1842,0.78944
1843,0.54268
1844,0.44592
1845,0.41725
1846,0.68145
1847,1.4338
1848,1.7957
1849,1.7316
1850,1.6039
1851,1.7214
1852,1.6447
1853,1.0415
1854,0.76271
1855,0.71673
1856,0.73927
1857,0.65654
1858,1.0821
1859,1.6992
1860,1.9667
1861,2.068
1862,2.0778
1863,2.0357
1864,1.3842
1865,0.8402
1866,0.57198
1867,0.45716
1868,0.41743
1869,0.61463
1870,1.3414
1871,1.7905
1872,1.7613
1873,1.6275
1874,1.6833
1875,1.7214
1876,1.1023
1877,0.77494
1878,0.72316
1879,0.74988
1880,0.64981
1881,0.9931
1882,1.6424
1883,1.9468
1884,2.0598
1885,2.0838
1886,2.0711
1887,1.4764
1888,0.89078
